song_id,rmse_mean,rmse_std,zcr_mean,zcr_std,tempo,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_rolloff_mean,spectral_rolloff_std,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,chroma_stft_0,chroma_stft_1,chroma_stft_2,chroma_stft_3,chroma_stft_4,chroma_stft_5,chroma_stft_6,chroma_stft_7,chroma_stft_8,chroma_stft_9,chroma_stft_10,chroma_stft_11,chunk_index,start_time,end_time
aeecba7d-6f29-41ca-bca0-12259194d994,0.104341924,0.061114587,0.06586704195210946,0.05424533465088625,132.51201923076923,3306.3270923969535,1683.5306312346802,3869.2228726199087,1131.3127769478358,7341.679532624675,3577.0946288797895,-185.88202,124.336464,-7.1187677,38.08409,-4.7057652,16.757236,-11.1350975,7.489568,-16.322031,7.2094994,-9.928646,2.7371619,-9.05044,2.2858715,-0.68232673,1.1692792,-2.5447688,-0.18953313,3.317758,0.8831055,0.56818527,0.46350133,0.42186192,0.4530793,0.5035809,0.40831122,0.36463332,0.4096615,0.37777805,0.42471588,0.44564903,0.5802199,0,0,30
f6a47f9f-be49-4832-8a4f-56c0f80b7e59,0.14534537,0.07202525,0.06948555745406236,0.11556600820957269,114.84375,3256.302635442908,1990.6721088698062,3606.443276991625,899.8398858526422,7054.3719194420655,3168.974301307315,-170.2092,120.53283,-16.52099,48.632675,-9.895342,23.98155,-0.56721437,12.111514,-0.56818134,4.0155253,-1.2985463,0.010745931,-4.76783,-2.1513724,-3.1385362,-1.6677216,-5.1332073,-7.430654,-3.330731,-7.8187995,0.42925814,0.44764796,0.5152246,0.47492993,0.44536114,0.46892625,0.4123769,0.4414354,0.44814345,0.50203305,0.42884243,0.4049115,0,0,30
1471b450-f905-4366-a98f-16be92685b9e,0.15976988,0.057899363,0.04591941248256625,0.036884720998672876,129.19921875,2707.534326185451,1279.2924527309265,3525.528151021065,1017.154386537253,6267.376167584663,3093.2887220472967,-143.41022,142.66588,-6.444929,41.84929,-10.887352,24.744545,-4.626388,8.724408,-4.3100266,9.835745,-4.2492576,4.002137,-4.3846574,4.059712,2.0927207,1.9602993,-4.4290667,2.7622018,-0.79189986,-3.4944751,0.57012063,0.69357824,0.5817911,0.65030205,0.53822696,0.46173146,0.38181987,0.3529481,0.39320448,0.38507375,0.47840744,0.48940656,0,0,30
d00fc5de-26a0-4714-8986-5f1adc0b3693,0.21403027,0.1567733,0.037909059529412446,0.03789624928388016,123.046875,1916.7583593220975,1112.020515847704,2231.4549036711564,643.8083292184592,4072.7862154750906,2151.861156624369,-197.63004,142.13348,-18.585644,58.852043,11.159752,0.94093794,24.48479,7.9905677,7.8476195,5.570376,2.1177287,3.0681164,0.874646,-1.718566,-0.4147359,-1.0875306,-2.3678749,0.49807915,1.4971936,2.0093372,0.63525355,0.6144647,0.6990038,0.76633126,0.6495378,0.5487434,0.5437982,0.56342334,0.55746794,0.56784403,0.6429687,0.6762765,0,0,30
63c9e2f9-f79b-425d-80e9-523e8e5eb1c2,0.17633925,0.11774486,0.05822018022194063,0.058768455977787744,101.33272058823529,2350.401703577886,1716.1518814622782,2731.9270936093108,1100.034708361408,4487.104941952556,3248.976951956883,-186.32008,130.77303,11.683913,52.5391,0.6125909,6.974546,10.416768,-0.9974242,-9.531391,-0.36623716,-8.56438,1.0646256,-4.868546,1.7372904,0.32113433,0.6502355,-2.005294,1.8303648,-0.7883513,2.8046973,0.5772873,0.41333842,0.33889294,0.3826082,0.59043056,0.5763773,0.3604528,0.30248636,0.32170728,0.46030912,0.45176402,0.5009524,0,0,30
aa4a3648-5684-4436-8cc7-85c491ef6f41,0.09076706,0.053303402,0.05967243947922208,0.04477719946932288,117.45383522727273,2728.247805655939,1386.0470203981558,3058.568345868666,1068.0676845762498,5845.93211923444,3058.481447307757,-210.2754,138.47899,-27.315283,37.159786,-4.0620914,23.21082,-1.8498842,13.270178,-0.8504582,3.7119641,-0.03601513,0.006610415,2.004709,-4.199311,-1.2681108,1.0226494,-1.7880718,-0.10665916,-3.6160464,-3.000987,0.47885823,0.4456363,0.52291137,0.4484549,0.438857,0.51012534,0.5085655,0.6256466,0.45108688,0.40063015,0.40906906,0.4105876,0,0,30
5a79278a-7c87-46d7-92ef-1b5e150cb21e,0.15419017,0.08124597,0.03438091541578108,0.03970900485687893,191.40625,2102.6835013439018,1534.3077236998988,3070.6820714927826,1181.5123978881577,4351.431125880048,3550.931540815213,-214.59892,148.474,6.7289643,41.132004,13.017565,15.499019,7.720654,11.395883,-2.3579025,5.7167783,2.2385566,3.0486565,-5.581402,0.5440426,-1.6888056,-3.3219023,-3.388196,0.6681549,-1.6350571,-4.7034736,0.5215481,0.5188305,0.57081807,0.63378817,0.73237795,0.7121442,0.57332605,0.5644333,0.52393186,0.5024119,0.4542193,0.45701185,0,0,30
85e7b278-d033-43e6-8f29-e73e1f413e5f,0.17107148,0.0845165,0.052473110321689366,0.03425177872200412,99.38401442307692,2896.3934368520563,1044.8678798342942,3736.8256073833904,713.5849629034458,6795.097812361235,2601.3067102914474,-143.41444,135.9854,-6.3597403,40.783535,-4.605784,32.607765,-9.343737,8.108115,-8.10252,5.812021,-4.4563017,3.6438048,-1.2734517,1.2252496,0.10548715,-2.1622703,-5.370049,-0.7781819,-4.5167084,-1.3990519,0.38041952,0.47385395,0.46949404,0.40291238,0.45116803,0.47448635,0.5233915,0.49734223,0.524995,0.54880923,0.43346155,0.396536,0,0,30
00e88fe4-c80e-4e79-8a5e-4a0f2062c3a2,0.25020185,0.11559636,0.04985380129035385,0.045572046964422096,120.18531976744185,2578.129147264549,1341.9060525229577,3148.0553882477175,887.3125990010622,5599.423592709214,2886.4592529110264,-123.94724,142.92517,-17.667143,37.553947,-15.338926,17.999405,-4.2959204,17.523619,5.170368,7.184154,-2.4112673,3.544877,-2.7481456,-0.10525063,6.9997435,3.9464982,0.59678286,0.122877836,-3.0259109,-1.4187163,0.53051424,0.49561122,0.50897914,0.50465834,0.5131626,0.46439654,0.41792598,0.44967324,0.47407967,0.5634916,0.49194607,0.5036942,0,0,30
ab3f48e0-9f38-4a43-9ab8-9d6c6dd47e9b,0.24491067,0.08639605,0.06877421376481313,0.06383504774743164,126.04801829268293,3680.6240059487322,1747.0419200241054,4257.159600741563,1092.0876472246814,8227.684259491576,3795.70884874968,-78.87053,119.93249,-6.4389825,37.72474,-3.8002205,16.125109,-9.798732,15.81111,-6.0945783,9.147984,-3.862315,7.313095,-5.8720746,3.6305346,-1.2622175,5.0464106,-4.2179894,3.0356884,-2.9941893,2.4078064,0.56610364,0.54010355,0.50135094,0.50370306,0.51324236,0.5592703,0.52577513,0.5943472,0.59061927,0.62038356,0.5808271,0.5316901,0,0,30
