id,Name,Artist,Album,Genre,Comments,Location,Grouping
3f5f577f-2004-442c-8faf-47649110d4f7,Last Home (DJ Nature Extended),Typesun,Late Night Tales presents AFTER DARK : Nightshift UNMIXED,Electronic,"Ambient, Downtempo, Intro",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/01%20Last%20Home%20(DJ%20Nature%20Extended).mp3,
23fda93a-7111-4f8b-b48c-b609387ad735,Shichangani (Remix),Penny Penny,Shaka Bundu,World,"House, Afro, Kwaito, Groover, Intro",file:///Users/renier.botha/Music/DJ/Files/2022/World/08%20Shichangani%20(Remix).mp3,
762bafa0-21f2-4ab4-aaf6-cf1f1800e540,I Need U,Fort Romeau,Kingdoms,Electronic,"House, Dance, Groover, Esoteric, Happy, Space",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/06%20I%20Need%20U.mp3,
01cf82af-bfa4-4963-81b4-7d9f777de46e,The Fly Shuffle (Dub),Ian Pooley,IP Series,House,"Rhythmic, Summer, Dancefloor, Mover, ",file:///Users/renier.botha/Music/DJ/Files/2022/House/The%20Fly%20Shuffle%20(Dub).mp3,
48d8404c-5aba-450e-aa49-784fc694a407,What A Strange Life,Golden Baby,Forgotten World 2,Electronic,"Ambient, Downtempo, Techno",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/04%20What%20A%20Strange%20Life.mp3,
62aaa427-9e61-487c-930f-a8fe6c89ba9e,Sigiya Ngengoma,Trompies,,Afro,"Afro, Baseline, House, Groover",file:///Users/renier.botha/Music/DJ/Files/2022/Afro/Sigiya%20Ngengoma.mp3,
a5b32e93-9e59-43d9-a445-689c70e69abd,Surfliner,Axel Boman,ElectronicFresh.com,House,"Intro, Groover, Mover, Progressive, Rhythmic, Dance",file:///Users/renier.botha/Music/DJ/Files/2022/House/Surfliner.mp3,
0fb88ef8-cf43-4526-a1cb-8e648c527492,Sunday Morning,Willie Graff & Tuccillo,Talking House Vol.1,House,"Progressive, Rhythmic, Dance, Groover, Synth, Summer",file:///Users/renier.botha/Music/DJ/Files/2022/House/09%20Sunday%20Morning.mp3,
d4716aed-c707-421e-8a43-0211d9122b4e,Afrofunk,Timewarp Inc,Adventures in Acid Boogie Vol.2,Progressive House,"Summer, Funk, Acid, Groover, Mover",file:///Users/renier.botha/Music/DJ/Files/2022/Progressive%20House/06%20Afrofunk.mp3,
39f7a461-5d69-4c28-a0a9-e4bbfbce2da3,Carry On,Daphni,Fabriclive 93,Electronic,"House, Dance, Groover, Mover",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/1-03%20Carry%20On.mp3,
cb12f16e-4063-4008-b457-3b676be6a67a,Yamaha,Aleksandir,Yamaha,Electronic,"Rhythmic, Lo-fi, House, Groover",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/01%20Yamaha.mp3,
2ac4b45e-54a2-4bd0-971d-1d7d0bbf3869,It's Yours (Original Mix),Jon Cutler feat E-man,,House,"Progressive, Funk, Summer, Groover, Intro, Soul, Club",file:///Users/renier.botha/Music/DJ/Files/2022/House/It's%20Yours%20(Original%20Mix).mp3,
7b674a98-c3cb-4371-b842-645d8910cb45,Games For Girls (Alex Metric Remix),Lindstrom ft Say Lou Lou,,Electronic,"Summer, Disco, Banger, House, Indie",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/Games%20For%20Girls%20(Alex%20Metric%20Remix).mp3,
1abac768-a118-4c46-85d8-d053b358d977,Light Scent Of Decay,Session Victim,The Haunted House of House (Beatport Edition),House,"Intro, Rhythmic, Mover",file:///Users/renier.botha/Music/DJ/Files/2022/House/03%20Light%20Scent%20Of%20Decay.mp3,
638d7985-468d-44e7-859c-c3db69853b88,Ecstacy Groove,Dave LaLa,Abstract Fusion 2,Electronic,"Funk, Soul, Disco, Groover, Intro, Skip",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/10%20Ecstacy%20Groove.mp3,
c1920571-5d35-4ebe-81d7-74897612890e,Keep On Loving (Original Mix),Schatrax,SharingDB.com,House,"Groover, Dancefloor, Baseline, Old School, Banger",file:///Users/renier.botha/Music/DJ/Files/2022/House/Keep%20On%20Loving%20(Original%20Mix).mp3,
8f0618c5-d42d-48d2-8036-94d3ed8a1f6e,Cat Rider (Poolside Remix),Little Dragon,Coterie Mix . Vol. 2 . Fall . 2014,Electronic,"Warm, Chill, Groover",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/1-05%20Cat%20Rider%20(Poolside%20Remix).mp3,
fba67572-2c06-4e47-a742-3fadd4ee5598,B1 - Sorority,Ian Pooley,Relations (12DEF029),House,"Deep, Progressive, Funk, Groover, Soul",file:///Users/renier.botha/Music/DJ/Files/2022/House/B1%20-%20Sorority.mp3,
6296c438-ddc7-4463-b849-b1f98714d263,Simple Call,Rimbaudian,DJ-Kicks,Electronic,"Euphoric, Melodic, Minimal, Intro, Mover",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/05%20Simple%20Call.mp3,
c1973ef4-af4a-47ed-841f-3b1c4648f366,Unsung Hero of Irrelevance,Etch,DJ-Kicks,Electronic,"Drum & Bass, Mover, ",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/22%20Unsung%20Hero%20of%20Irrelevance.mp3,
c769c74c-c8f4-4c07-8ed5-0155f530af54,Lunchbox Music,Gene On Earth,Local Fuzz,Progressive House,"Space, Funk, Lo-fi, Groover, Mover",file:///Users/renier.botha/Music/DJ/Files/2022/Progressive%20House/Lunchbox%20Music.mp3,
3ddd6910-ffe9-468f-9bb6-7e38deb3a2b0,Gone Clear,Caucasian Boy,Electric Mistress,House,"Progressive, Acid, Groover - Nice after Goin' Clear",file:///Users/renier.botha/Music/DJ/Files/2022/House/Gone%20Clear.mp3,
70ee5469-4c5e-4995-b3da-bb759cac6cb9,After The Rain,Andras Fox,Embassy Café,Electronic,"Melodic, Jazz, Groover, Intro",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/06%20After%20The%20Rain.mp3,
ca726645-0bd5-40e0-9703-51e4f26347bf,Feeling Freaky,Magik Johnson,Feeling Freaky (TANGO-32) Viny,House,"Progressive, Funk, Groover, Mover, Soul, Detroit, Disco, Summer",file:///Users/renier.botha/Music/DJ/Files/2022/House/Feeling%20Freaky.mp3,
7bced846-64e4-4913-be00-0c6caae26e5e,Shichangani,Penny Penny,Shaka Bundu,World,"House, Afro, Kwaito, Groover",file:///Users/renier.botha/Music/DJ/Files/2022/World/01%20Shichangani.mp3,
7e0d2425-0e19-41e8-a722-d6a51e7eddd5,True Feelings,Flux,"(various) Global Communication, Back In The Box",Electronic,"Trance, Progressive, Space",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/1-27%20True%20Feelings.mp3,
d360fe49-dbb3-41f5-bb4e-ad679c2a7e3e,MeXme,J Albert,DJ-Kicks,Electronic,"Space, Mover",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/19%20MeXme.mp3,
58201728-41f2-4097-9d90-686ef36474f1,Limbo Of Vanished Possibilities (Original Mix),Tone Theory,PLK022,House,"Progressive, Rhythmic, Lo-fi, Builder, Mover, Piano",file:///Users/renier.botha/Music/DJ/Files/2022/House/Limbo%20Of%20Vanished%20Possibilities%20(Original%20Mix).mp3,
ae40c7d8-e514-4144-909b-ffe812120e17,Sugar,Moon Boots,,Electronic,"Melodic, House, EDM, Groover",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/01%20Sugar.mp3,
ca5ae304-d5b3-4774-a258-964497da6b14,Strandbar (Disko version),Todd Terje,It's Album Time,Electronic,"Indie, Disco, Banger, Piano, Summer",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/Strandbar%20(Disko%20version).mp3,
b9253ed2-59d7-47da-9834-b73011f2278d,Ero Disco Theme (Original Mix),"Dimitri From Paris, DJ Rocca, Dimitri From Paris & DJ Rocca",Gomma Disco Jams EP1,Disco,"Funk, Soul, House, Groover",file:///Users/renier.botha/Music/DJ/Files/2022/Disco/03%20Ero%20Disco%20Theme%20(Original%20Mix).mp3,
35acb096-b01e-416e-9fd0-ac1ae67fa2ca,Heartbeats,The Knife,Deep Cuts,Electronic,"Pop, Indie, Banger",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/1-01%20Heartbeats.mp3,
6c7816f2-8aef-4b9e-b695-cc79231acb0f,Be Thankful For What You Got,Massive Attack,Blue Lines,Electronic,"Funk, Hip-Hop, Groover, Intro",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/04%20Be%20Thankful%20For%20What%20You%20Got.mp3,
7c154fd4-0c86-4538-8659-83747396b5d3,Pinkfog,Jesse Bru,Roach Fingers,House,"Lo-fi, Space, Skip, Mover, Groover, Intro",file:///Users/renier.botha/Music/DJ/Files/2022/House/02%20Pinkfog.mp3,
e05b014a-c968-45ab-8aff-3268f94a7589,Lonely Valentine,DJ Boring,Different Dates (Lost Palms; PALMS006),House,"Lo-fi, Groover, Dancefloor",file:///Users/renier.botha/Music/DJ/Files/2022/House/Lonely%20Valentine.mp3,
f652ee2e-b418-46ec-a613-71fa15de7ad8,In My House,Little Dragon,Love Chanting EP,Electronic,"Dance, Rhythmic, Afro, Kwaito, Groover, Mover, Lounge",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/In%20My%20House.mp3,
7dd981b4-13ea-4f20-9139-23ea2f9e9319,Strandbar,Todd Terje,It's Album Time,Electronic,"Indie, Disco, Banger, Piano, Summer",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/05%20Strandbar.mp3,
d82166f7-f24c-435c-b5a1-991ff412d5fc,Love Like This,The Establishment,Love Like This,Disco,"House, Groover, Dancefloor, Rhythmic",file:///Users/renier.botha/Music/DJ/Files/2022/Disco/01%20Love%20Like%20This.mp3,
907da980-cf6f-4477-ab18-0b022a9ff5a6,Last Home (Typesun),DJ Nature,,Minimal,"Intro, Rhythmic, Jazz",file:///Users/renier.botha/Music/DJ/Files/2022/Minimal/Last%20Home%20(Typesun).mp3,
03f6333b-da80-46bb-b106-b2a62e3d488c,Perfect Motion (Boys Own Mix),Sasha & John Digweed,Renaissance: The Mix Collection - CD1,House,"Dance, Anthem, Old School, Progressive, Banger",file:///Users/renier.botha/Music/DJ/Files/2022/House/09%20Perfect%20Motion%20(Boys%20Own%20Mix).mp3,
1bbc56d8-463a-49b1-aafd-01472ebe07ed,Make You Whole (Jx Mix),Andronicus,,Rave,"Hard, Punchy, Dancefloor, Melodic",file:///Users/renier.botha/Music/DJ/Files/2022/Rave/Make%20You%20Whole%20(Jx%20Mix).mp3,
a7dfd7e0-bfd6-4062-9624-7dd1d19322d4,Our Odyssey,Youandewan,,Electronic,"Intro, Downtempo, Mover",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/Our%20Odyssey.mp3,
33155692-7c2a-4b09-ba07-80f2e62f3312,Ghetto,Kingpin Cartel,Various Artists - Secret Weapons Ep Innversions 10,House,"Lo-fi, Indie, Skip, Groover",file:///Users/renier.botha/Music/DJ/Files/2022/House/01%20Ghetto.mp3,
4e2bcbc1-5c76-4456-82ac-d1acfc1328b0,Nights Bridge,Fort Romeau,Kingdoms,Electronic,"Downtempo, Mover",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/05%20Nights%20Bridge.mp3,
700d61aa-907b-4067-b314-1672cb37cea5,Oblivion,Grimes,SXSW 2012 Showcasing Artists,Pop,"Banger, Millenial",file:///Users/renier.botha/Music/DJ/Files/2022/Pop/Oblivion.mp3,
e20208e0-3e2f-4312-a9fe-1992eb222d0c,White Noise ft AlunaGeorge,Disclosure,Settle,Electronic,http://glorybeats.com/,file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/05%20White%20Noise%20ft%20AlunaGeorge.mp3,
11dbcf8d-1c7e-4caa-a227-55dede05af2c,Cos-Ber-Zam Ne Noya (Daphni Mix),Daphni,Jiaolong,Electronic,"Afro, Funk, Jazz, Intro",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/02%20Cos-Ber-Zam%20Ne%20Noya%20(Daphni%20Mix).mp3,
04cd3de1-a235-4408-9717-46937db071a4,Feeling the Color Blue,Maurice Fulton,Life Is Water for Gerbadaisies When They Are Dancing,Electronic,"Euphoric, Melodic, House, Mover, Lo-fi",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/01%20Feeling%20the%20Color%20Blue.mp3,
bbaadbef-4d87-464a-a0c3-2a41f171bed3,Waves,Tourist ,Waves,Electronic,"Indie, Dance, Melodic, Groover",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/Waves.mp3,
1124c1e5-d94f-45fa-819e-08a0e1141c97,It Makes You Forget (Itgehane) (Edit),Peggy Gou,Cafe Del Mar - Volumen Veintic,Electronic,"House, Space, Banger, Dancefloor",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/2-07%20It%20Makes%20You%20Forget%20(Itgehane)%20(Edit).mp3,
34ea917c-ecd2-495b-acc5-553322a89b21,Music To Watch The Girls By,Andy Williams,"Born Free / Love, Andy",Jazz,"Pop, Rhythmic, Dance",file:///Users/renier.botha/Music/DJ/Files/2022/Jazz/05%20Music%20To%20Watch%20The%20Girls%20By.mp3,
6702eab7-262c-4a98-8f6c-a97778923889,"Automatic (12"" Version)",Pointer Sisters,Ben Liebrand: Grand 12-Inches: 04,Disco,"Soul, Afro, Funk, Banger",file:///Users/renier.botha/Music/DJ/Files/2022/Disco/4-06%20Automatic%20(12_%20Version).mp3,
546ea5b0-60ea-464d-8309-7fe10b6c385b,Maria (New Musical Movement Mix),Wam Kidz,Nite:life 05,House,"Progressive, Old school, House, Funk, Dub",file:///Users/renier.botha/Music/DJ/Files/2022/House/1-11%20Maria%20(New%20Musical%20Movement%20Mix).mp3,
b39cc706-4c7a-4331-97d0-22af71b489fa,One True Light,Crazy Penis,Defected Presents Most Rated 2018,Electronic,"Groover, Banger, Vocal, Funk",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/49%20One%20True%20Light.mp3,
7d1e5a21-0620-464d-997d-e41adbd53956,Take Me Away (XTC Come Hard Mix) All Around The World,Mix Factory,,Rave,"Old School, Rave, Breakbeat, Banger",file:///Users/renier.botha/Music/DJ/Files/2022/Rave/Take%20Me%20Away%20(XTC%20Come%20Hard%20Mix)%20All%20Around%20The%20World.mp3,
3f45e48c-be10-4e8a-be75-1a3c0c872b2c,Bellow,Les Sins,Michael,Electronic,"House, Groover, Minimal, Lounge",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/07%20Bellow.mp3,
38b653fa-e825-4b00-9b57-566a0b8093f0,Rose Rouge,St. Germain,Tourist,Jazz,"Rhythmic, Intro, Mover",file:///Users/renier.botha/Music/DJ/Files/2022/Jazz/01%20Rose%20Rouge.mp3,
6e3c9c6f-92d4-456b-8a59-d842746efea7,Poets Day,Andras,DJ-Kicks,Electronic,"Ambient, Intro, Minimal",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/02%20Poets%20Day.mp3,
c532bbef-ecfe-4b83-b7ac-726b769c122d,Slow (Vlad Bretan Edit),Kylie Minogue,,Electronic,"Progressive, House, Groover, Vocal, Sex",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/Slow%20(Vlad%20Bretan%20Edit).mp3,
c0ce9d02-99f2-4dc2-adb2-179b74f32746,We Are Going Nowhere,DJ Healer,Nothing 2 Loose,Minimal,"Euphoric, Rhythmic, Mover, Build up",file:///Users/renier.botha/Music/DJ/Files/2022/Minimal/08%20We%20Are%20Going%20Nowhere.mp3,
8b136ab7-2520-4726-a24f-31628a13e312,Oh Honey (Poolside Edit),Delegation,,Electronic,"Soul, Downtempo, Intro",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/Oh%20Honey%20(Poolside%20Edit).mp3,
fbee970a-d3ed-4c0a-a1ae-9f5059a25f63,Right Here Right Now (Dj Spen & John Morales Extended Mix),Alicia Meyers,,Disco,"Soul, House, Groover, Dancefloor",file:///Users/renier.botha/Music/DJ/Files/2022/Disco/Right%20Here%20Right%20Now%20(Dj%20Spen%20&%20John%20Morales%20Extended%20Mix).mp3,
b052d59e-4a6d-457e-a775-ce953a1d5aa6,Today,Ian Pooley,Today EP,House,"Progressive, Club, Detroit, Rhythmic, Groover, Kwaito",file:///Users/renier.botha/Music/DJ/Files/2022/House/Today.mp3,
67850ee5-2785-4911-8609-e381bab8a224,Alfonso Muskedunder,Todd Terje,It's Album Time,Electronic,"Playful, Summer, Jazz, Groover",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/08%20Alfonso%20Muskedunder.mp3,
c41a828e-c161-4937-af41-2ee6bebae4db,Footpatrol (Original Mix) ,Tony Lionni ,DANCEDJ.CLUB,House,"Groover, Lo-fi, Melodic",file:///Users/renier.botha/Music/DJ/Files/2022/House/Footpatrol%20(Original%20Mix).mp3,
22d5a1ce-89a9-419e-9791-3349718851ec,Love Come Down,Evelyn 'Champagne' King,Greatest Hits,Disco,"Soul, Dancefloor, Banger",file:///Users/renier.botha/Music/DJ/Files/2022/Disco/09%20Love%20Come%20Down.mp3,
e1bf326a-9110-4e48-ace3-40cbc2b7afda,Sticky,Les Sins,Michael,Electronic,"House, Groover, Mover, Minmal",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/08%20Sticky.mp3,
d06f8f9b-da40-4b3d-bec6-be24d9c81e02,Selfless State,So Inagawa,,Electronic,"Minimal, Tribal, Groover",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/Selfless%20State.mp3,
c0d8d621-8813-407e-81cc-57d618938001,Latinica Witch,Rivera Rotation,Strip Joint Grooves Volume 1,House,"Garage, Dance, Groover, Progressive, Rhythmic",file:///Users/renier.botha/Music/DJ/Files/2022/House/06%20Latinica%20Witch.mp3,
788da7c6-990f-4b6b-a7a7-719e9a4d8986,The Optimistic Voyeur,Yse Saint Laur'ant,Beach Rouge Vol. 2 - Beach House & Deep Disco,Disco,"House, Melodic, Groover, Summer, Funk",file:///Users/renier.botha/Music/DJ/Files/2022/Disco/02%20The%20Optimistic%20Voyeur.mp3,
d2ced6d2-2dba-473f-ab4a-67a9525fa32f,Swing Star (Part 1),Todd Terje,It's Album Time,Electronic,"Space, Euphoric, Groover",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/09%20Swing%20Star%20(Part%201).mp3,
f1f0665a-76df-4342-84bc-a0df43b6a95b,Can't Do Without You,Caribou,Ministry Of Sound The Annual 2015,Electronic,"Indie, Mover",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/3-58%20Can't%20Do%20Without%20You.mp3,
b4333f4c-792d-4d64-98eb-7f45cb3735a1,Roadblock,Cricco Castelli,Thank God It's Funky,House,"Summer, Jazz, Dance, Rhythmic, Funk, Banger",file:///Users/renier.botha/Music/DJ/Files/2022/House/03%20Roadblock.mp3,
ec1ae5da-1cb2-4f7a-bdc7-4e4e7e04dec4,Accuse (Instrumental),Alaska,Alaska 2000,Afro,"House, Kwaito, South African, Groover, ",file:///Users/renier.botha/Music/DJ/Files/2022/Afro/10%20Accuse%20(Instrumental).mp3,
cba5d84f-ae3a-476d-abe9-2e3e6fcfd18c,High,Hyper Go Go,,Electronic,"Rave, Piano, Anthem, Progressive, Groover",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/High.mp3,
a4739050-94cb-4e73-be45-561d3e3ff245,Different Dates,DJ Boring,Different Dates (Lost Palms; PALMS006),House,"Lo-fi, Groover, Dancefloor",file:///Users/renier.botha/Music/DJ/Files/2022/House/Different%20Dates.mp3,
ac63ed2e-32b7-4009-94df-52fc9d9d0c2d,Shame,Evelyn 'Champagne' King,Greatest Hits,Disco,"Soul, Groover, Dancefloor",file:///Users/renier.botha/Music/DJ/Files/2022/Disco/01%20Shame.mp3,
c699ec01-99d3-4868-8a51-11a934e8dc2f,Inspector Norse,Todd Terje,It's Album Time,Electronic,"House, Summer, Banger, Space, Indie",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/12%20Inspector%20Norse.mp3,
684f91d9-cdc6-4bc6-b1bb-71db127133e4,Willie And The Hand Jive (Todd Terje Re-kutt),Rinder And Lewis,Warriors (1980),Electronic,"Progressive, Lo-fi, Italo, Space, Intro, Mover",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/02%20Willie%20And%20The%20Hand%20Jive%20(Todd%20Terje%20Re-kutt).mp3,
a76de0ed-a76a-4ad7-a42b-ea2d4e774d98,Claws Against Knives (Todd Terje Remix),Fox N Wolf,Kitsune Maison Compilation 2,Electronic,"Disco, Space, Groover, Dancefloor",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/09%20Claws%20Against%20Knives%20(Todd%20Terje%20Remix).mp3,
18802f79-5690-49f6-95fb-8beb18d9106d,Celica Supra,Harrison   ,,Electronic,"Groover, Lo-fi, Mover",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/Celica%20Supra.mp3,
1e25ac72-48c0-4240-ba5d-57544ae1961d,Gettin' It Done,Ross from Friends,www.groovytunes.org,House,"Lo-fi, Groover, Melodic",file:///Users/renier.botha/Music/DJ/Files/2022/House/Gettin'%20It%20Done.mp3,
b4965c85-300b-41af-b5ca-75f5d2b6b3c8,Wanna Be Startin' Somethin',Michael Jackson,Thriller (Special Edition),Pop,"Funk, Disco, Groover, Banger, 80s",file:///Users/renier.botha/Music/DJ/Files/2022/Pop/01%20Wanna%20Be%20Startin'%20Somethin'.mp3,
9ea72d81-6b08-45cd-878d-3715424fdce5,Blue Moon Tree,Lone,"Ambivert Tools, Vol. 4",Electronic,"Euphoric, Melodic, Mover, Intro, Rhythmic, Latin, Groover, Breather",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/03%20Blue%20Moon%20Tree.mp3,
d603cfcf-37e1-49ed-b4f2-55c3cc0902aa,Dreamy ,Marquis Hawkes,,House,"Intro, Groover, Lo-fi, Mover",file:///Users/renier.botha/Music/DJ/Files/2022/House/Dreamy.mp3,
6f54b45b-56a4-477b-a807-4235e7a4ed57,Drop The Pressure (Original Mix),Mylo,,Electronic,"House, EDM, Dancefloor, Banger",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/Drop%20The%20Pressure%20(Original%20Mix).mp3,
16a4a836-cb61-4a0f-8a12-a2b311d500aa,Positive Funk,Alessandro Cattenati,,House,"Progressive, Rhythmic, Minimal, Mover",file:///Users/renier.botha/Music/DJ/Files/2022/House/Positive%20Funk.mp3,
4012b7d6-15f6-4c44-98bc-4fb17dbad335,You Got the Funk,Uniile,Uniile 1,House,"Funk, Groover, Rhythmic, Mover, Lo-Fi",file:///Users/renier.botha/Music/DJ/Files/2022/House/04%20You%20Got%20the%20Funk.mp3,
b93814da-6350-489e-9c97-f500216d4fa3,Silvering,Nicholas,Nicholas,Electronic,"Melodic, Mover, Groover",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/Silvering.mp3,
3dccd9cb-bd66-4f91-a8e1-604de6c9b035,Preben Goes to Acapulco,Todd Terje,It's Album Time,Electronic,"Indie, Disco, Groover",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/03%20Preben%20Goes%20to%20Acapulco.mp3,
c28eff2f-56d7-4f1d-aeef-93287a404aaf,Mellow Vibe,Dj Zozi,DJ-Kicks,Electronic,"House, Drum&Bass, Intro, Mover",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/14%20Mellow%20Vibe.mp3,
6d0e5f54-acd6-48b9-870e-81f29ac89d97,Another Station (Todd Terje Remix),Lindstrom,feed006,Electronic,"Euphoric, Space, Funk, Disco, Groover, Mover",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/02%20Another%20Station%20(Todd%20Terje%20Remix).mp3,
f8267834-5354-4f6f-968e-91284b31ae49,People,Klaves,People - Single,House,"Rhythmic, Groover, Dancefloor, Melodic",file:///Users/renier.botha/Music/DJ/Files/2022/House/01%20People.mp3,
006b7a77-8828-435e-91b2-010b068f9031,Deep Sea Survivor,Rudolf C,DJ-Kicks,House,"Melodic, Breakbeat, Mover",file:///Users/renier.botha/Music/DJ/Files/2022/House/04%20Deep%20Sea%20Survivor.mp3,
b4d6ba48-abe3-4577-9d98-4ce66c1d3ae5,2 The Dark,DJ Healer,Nothing 2 Loose,Minimal,"Ambient, Intro",file:///Users/renier.botha/Music/DJ/Files/2022/Minimal/03%202%20The%20Dark.mp3,
1e594e0a-60dc-4bf3-bff6-3531029fe872,Kingdoms,Fort Romeau,Kingdoms,Electronic,"Euphoric, House, Mover",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/02%20Kingdoms.mp3,
b90f8515-b7ef-40e9-a656-db48148d1f43,Mirage sur le Nil (Paradis Rework),Bon Voyage Organisation,,Electronic,"Groover, Intro, Melodic, French",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/Mirage%20sur%20le%20Nil%20(Paradis%20Rework).mp3,
9b0af2aa-a79f-4a87-92a4-013bd422a7e0,Spiral Worlds,DJ Metatron,U'll Be The King Of The Stars,Minimal,"Intro, Ambient, Spiritual, Esoteric",file:///Users/renier.botha/Music/DJ/Files/2022/Minimal/1-03%20Spiral%20Worlds.mp3,
55703390-067b-4423-b465-7eda6216df03,Intro (Ian Pooley Remix),"Shazz, Ian Pooley",electronicfresh.com,Progressive House,"Progressive, Euphoric, Club, Mover",file:///Users/renier.botha/Music/DJ/Files/2022/Progressive%20House/Intro%20(Ian%20Pooley%20Remix).mp3,
0ab601fa-1708-4f28-b123-103b2455e6fa,Jardines ft. Lido Pimienta,Chancha Via Circuito,Amansará,World,"Rhythmic, Groover, Tribal",file:///Users/renier.botha/Music/DJ/Files/2022/World/Jardines%20ft.%20Lido%20Pimienta.mp3,
e70a3e99-4b91-452c-a37e-0d988520b2ff,The Interview,DJ Healer,Nothing 2 Loose,Minimal,"Euphoric, Rhythmic, Mover, Build up",file:///Users/renier.botha/Music/DJ/Files/2022/Minimal/09%20The%20Interview.mp3,
633c694b-6f68-418f-98fe-1341c5b664d4,Romance,Andras Fox,Embassy Café,Minimal,Am,file:///Users/renier.botha/Music/DJ/Files/2022/Minimal/01%20Romance.mp3,
97dba504-b2bb-49a8-857f-ee5f8e7e15fa,Barbarella (The Irresistable Force Mix),Barbarella,"(various) Global Communication, Back In The Box",Electronic,"Progressive, Space, Electronic, Intro",file:///Users/renier.botha/Music/DJ/Files/2022/Electronic/1-15%20Barbarella%20(The%20Irresistable%20Force%20Mix).mp3,
2a151cd1-a316-4d96-975b-a96568128ac3,Hopes And Fears,DJ Healer,Nothing 2 Loose,Minimal,Ambient,file:///Users/renier.botha/Music/DJ/Files/2022/Minimal/07%20Hopes%20And%20Fears.mp3,
af369e29-355c-41f1-9402-38689ac777f3,Let It Go (Main),Louie Vega & The Martinez Brothers,Let It Go,House,"Soul, R&B, Rhythmic, Progressive, Banger, Builder",file:///Users/renier.botha/Music/DJ/Files/2022/House/1-01%20Let%20It%20Go%20(Main).mp3,
0bcf1f22-f54b-4ab7-af23-8fba183862b1,Music for Piano,Robert Haigh,DJ-Kicks,Minimal,"Piano, Ambient, Mover, Intro",file:///Users/renier.botha/Music/DJ/Files/2022/Minimal/26%20Music%20for%20Piano.mp3,
65c35098-267b-4377-81d6-2380f29acfc4,Tribal Days Part III,Prime Minister of Doom,Mudshadow Propaganda,Techno,"Tribal, Skip, Groover, Mover",file:///Users/renier.botha/Music/DJ/Files/2022/Techno/03%20Tribal%20Days%20Part%20III.mp3,Tribal transition
99012d51-fc1f-4d19-9980-8751af23c54f,Pursuit,Detroit Swindle,The Punch Drunk EP,House,"Funk, Banger, Rhythmic",file:///Users/renier.botha/Music/DJ/Files/2022/House/02%20Pursuit.mp3,
